filename,correction / note,framestart,framestop,frameoffset,class,handnum,relocatable?,bodytouch?,handtohandtouch?,mouth,WordNetEntries,SpreadTheSignExample,SignDictExample,fps,videolink_body,videolink_face,annotation_name
WANN,Neu aufgenommen am 22.06.22,392.0,410.0,,,1.0,no,yes,no,<wann>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=WANN.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_WANN_trimmed.mp4,WANN
WANNSEE,Aufgenommen 21.06.22,214.0,259.0,,Ort,1.0,no,no,no,<wannsee>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=WANNSEE.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_WANNSEE_trimmed.mp4,WANNSEE
WARTEN,"Aufgenommen (Sept 2021)
Wiederholen (Feb 2023)!!!",144.0,310.0,,,1.0,no,no,no,<warten>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=WARTEN.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_WARTEN_trimmed.mp4,WARTEN
WAS,Aufgenommen 29.09.22,231.0,265.0,,,2.0,no,no,no,<was>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=WAS.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_WAS_trimmed.mp4,WAS
WECHSELN,"Aufgenommen (Sept 2021)
Wiederholen (Feb 2023)!!!",154.0,189.0,,,2.0,yes,no,no,<wechsel>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=WECHSELN.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_WECHSELN_trimmed.mp4,WECHSELN
WEGRAEUMEN,Aufgenommen (Sept 2021),215.0,240.0,,,2.0,yes,no,no,<weg>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=WEGRAEUMEN.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_WEGRAEUMEN_trimmed.mp4,WEGRAEUMEN
WEICHEN,"Aufgenommen (Sept 2021)
Wiederholen (Feb 2023)!!!",317.0,356.0,,,2.0,no,no,no,gest,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=WEICHEN.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_WEICHEN_trimmed.mp4,WEICHEN
WEIMAR,"Aufgenommen (Sept 2021)
Wiederholen (Feb 2023)!!!",146.0,174.0,,Ort,1.0,no,no,no,<weimar>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=WEIMAR.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_WEIMAR_trimmed.mp4,WEIMAR
WEISS-NICHT,Aufgenommen 29.09.22,190.0,229.0,,,1.0,no,yes,no,<weiß nicht>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=WEISS-NICHT.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_WEISS-NICHT_trimmed.mp4,WEISS-NICHT
WEITER,"Aufgenommen (Sept 2021)
Wiederholen (Feb 2023)!!!",151.0,192.0,,,2.0,yes,no,yes,<weiter>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=WEITER.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_WEITER_trimmed.mp4,WEITER
WENIG,Aufgenommen am 30.03.22,207.0,252.0,,,1.0,yes,no,no,<wenig>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=WENIG.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_WENIG_trimmed.mp4,WENIG
WEST,Aufgenommen 21.06.22,211.0,226.0,,,1.0,no,no,no,<west>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=WEST.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_WEST_trimmed.mp4,WEST
WETTER,"Aufgenommen (Sept 2021)
Wiederholen (Feb 2023)!!!",146.0,175.0,,,2.0,no,no,no,<wetter>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=WETTER.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_WETTER_trimmed.mp4,WETTER
WIE,Aufgenommen (Dez 2021),235.0,245.0,,,2.0,no,no,yes,<wie>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=WIE.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_WIE_trimmed.mp4,WIE
WIE-IMMER,"Aufgenommen (Sept 2021)
Wiederholen, leichte Backen! 2x klopfen. Ähnlich wie Satz 61.",166.0,192.0,,,2.0,no,no,yes,gest,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=WIE-IMMER.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_WIE-IMMER_trimmed.mp4,WIE-IMMER
WIEDER,Aufgenommen 29.09.22,172.0,202.0,,,1.0,no,no,no,<wieder>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=WIEDER.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_WIEDER_trimmed.mp4,WIEDER
WIEN,Aufgenommen 21.06.22,285.0,308.0,,Ort,1.0,no,no,no,<wien>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=WIEN.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_WIEN_trimmed.mp4,WIEN
WIESBADEN,"Aufgenommen 21.06.22, es gibt zwei versch. Gebärde, Umfrage!",196.0,236.0,,Ort,1.0,no,yes,no,<wiesbaden>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=WIESBADEN.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_WIESBADEN_trimmed.mp4,WIESBADEN
WIMMELN,Aufgenommen (Sept 2021),208.0,258.0,,,2.0,yes,no,no,gest,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=WIMMELN.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_WIMMELN_trimmed.mp4,WIMMELN
WIMMELN(-starr),Neu aufgenommen am 30.03.22,193.0,255.0,,,2.0,yes,no,no,gest,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=WIMMELN(-starr).mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_WIMMELN(-starr)_trimmed.mp4,WIMMELN(-starr)
WIR,Aufgenommen (Dez 2021),205.0,235.0,,,1.0,no,no,no,<wir>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=WIR.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_WIR_trimmed.mp4,WIR
WITTENBERG,Aufgenommen 21.06.22,195.0,260.0,,Ort,2.0,no,no,no,<wittenberg>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=WITTENBERG.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_WITTENBERG_trimmed.mp4,WITTENBERG
WLAN,Aufgenommen 21.06.22,222.0,254.0,,,2.0,no,no,no,<wlan>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=WLAN.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_WLAN_trimmed.mp4,WLAN
WO,"Neu aufgenommen am 22.06.22, alles ok.",205.0,230.0,,,2.0,no,no,no,<wo>,none,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=WO.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_WO_trimmed.mp4,WO
WUENSCHEN,Aufgenommen 29.09.22,173.0,186.0,,,1.0,no,yes,no,<wunsch>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=WUENSCHEN.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_WUENSCHEN_trimmed.mp4,WUENSCHEN
WUERZBURG,"Aufgenommen 21.06.22, es gibt verschiedene Gebärde. Umfrage? Mit FA ""W"" hin- und herbewegen, diese Gebärde wird meistens verwendet, so sagte Cleo mir, als sie die Leute in Würzburg rumgefragt hat.",166.0,207.0,,Ort,1.0,no,no,no,<würzburg>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=WUERZBURG.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_WUERZBURG_trimmed.mp4,WUERZBURG
WUPPERTAL,"Aufgenommen 21.06.22
Wiederholen (Feb 2023)!!!",160.0,189.0,,Ort,1.0,,no,no,<wuppertal>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=WUPPERTAL.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_WUPPERTAL_trimmed.mp4,WUPPERTAL
ZEIGER(-hoch),Aufgenommen (Sept 2021),232.0,257.0,,,2.0,no,no,yes,gest,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=ZEIGER(-hoch).mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_ZEIGER(-hoch)_trimmed.mp4,ZEIGER(-hoch)
ZEIGER(-runter),Aufgenommen (Sept 2021),271.0,295.0,,,2.0,no,no,yes,gest,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=ZEIGER(-runter).mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_ZEIGER(-runter)_trimmed.mp4,ZEIGER(-runter)
ZEIT,Neu aufgenommen am 01.07.21 (mit Mundbild <zeit>),169.0,188.0,,,2.0,no,no,yes,<zeit> ,"{15154879} S: (n) clock time (clock_time%1:28:00::), time (time%1:28:03::) (a reading of a point in time as given by a clock) ""do you know what time it is?""; ""the time is 10 o'clock""",,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=ZEIT.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_ZEIT_trimmed.mp4,ZEIT
ZEITNAH,Aufgenommen am 30.03.22,264.0,295.0,,,1.0,yes,no,no,<gleich>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=ZEITNAH.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_ZEITNAH_trimmed.mp4,ZEITNAH
ZIEHEN,Aufgenommen (Sept 2021),210.0,235.0,,,1.0,yes,no,no,gest,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=ZIEHEN.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_ZIEHEN_trimmed.mp4,ZIEHEN
ZIEL,Aufgenommen 29.09.22,197.0,217.0,,,2.0,yes,no,yes,<ziel>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=ZIEL.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_ZIEL_trimmed.mp4,ZIEL
ZOLL,"Aufgenommen (Sept 2021)
Wiederholen (Feb 2023)!!!",157.0,172.0,,,2.0,no,no,yes,<zoll>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=ZOLL.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_ZOLL_trimmed.mp4,ZOLL
ZU(-tueren),Aufgenommen 21.06.22,232.0,246.0,,,2.0,yes,no,yes,<zu>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=ZU(-tueren).mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_ZU(-tueren)_trimmed.mp4,ZU(-tueren)
ZUERST,"Aufgenommen (Sept 2021)
Wiederholen (Feb 2023)!!!",173.0,195.0,,,1.0,yes,no,no,<zuerst>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=ZUERST.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_ZUERST_trimmed.mp4,ZUERST
ZUG,"Neu aufgenommen am 22.06.22, alles ok.",203.0,233.0,,,2.0,no,no,no,<zug>,"{04475240} S: (n) train (train%1:06:00::), railroad train (railroad_train%1:06:00::) (public transport provided by a line of railway cars coupled together and drawn by a locomotive) ""express trains don't stop at Princeton Junction""",https://media.spreadthesign.com/video/mp4/9/5618.mp4,https://signdict.org/entry/835-zug/video/4260,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=ZUG.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_ZUG_trimmed.mp4,ZUG
ZUG(-plural),Neu aufgenommen am 30.03.22,191.0,258.0,,,2.0,yes,no,no,<zug zug zug>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=ZUG(-plural).mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_ZUG(-plural)_trimmed.mp4,ZUG(-plural)
ZUGVEREINIGUNG,Aufgenommen 21.06.22,230.0,258.0,,,2.0,yes,no,yes,gest,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=ZUGVEREINIGUNG.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_ZUGVEREINIGUNG_trimmed.mp4,ZUGVEREINIGUNG
ZURUECKLASSEN,"Neu aufgenommen am 30.03.22, Video da
---
Wenn, neue Referenzvideo da ist, dann alle Annotationsdaten überprüfen!!! NOVA-Annotation prüfen/korrigieren: Nicht-dom-hand: Entspannt?! eingeben! Satz 28, Satz 65. Schon geprüft, alles ok!!!
---
Alte Gebärde vom September 2021 aufgenommen.",195.0,216.0,,,2.0,yes,no,no,gest,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=ZURUECKLASSEN.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_ZURUECKLASSEN_trimmed.mp4,ZURUECKLASSEN
ZURUECKLASSEN(-zickzack),Neu aufgenommen am 30.03.22,198.0,278.0,,,2.0,yes,no,no,gest,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=ZURUECKLASSEN(-zickzack).mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_ZURUECKLASSEN(-zickzack)_trimmed.mp4,ZURUECKLASSEN(-zickzack)
ZUSAMMENHANG,Aufgenommen (Sept 2021),207.0,230.0,,,2.0,yes,no,yes,gest,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=ZUSAMMENHANG.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_ZUSAMMENHANG_trimmed.mp4,ZUSAMMENHANG
ZUSAMMENHANG(-kette),Aufgenommen (Sept 2021),220.0,272.0,,,2.0,yes,no,yes,gest,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=ZUSAMMENHANG(-kette).mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_ZUSAMMENHANG(-kette)_trimmed.mp4,ZUSAMMENHANG(-kette)
ZWECK,Aufgenommen 21.06.22,180.0,207.0,,,2.0,no,no,no,<zweck>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=ZWECK.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_ZWECK_trimmed.mp4,ZWECK
